folio;depto;area;nro;s12a_01a;s12a_01b;s12a_01c;s12a_01d;s12a_01e;s12a_01f;s12a_01g;s12a_01h;s12a_01i;s12a_01j;s12a_01k;s12a_01l;s12a_01le;s12a_02;s12a_03_1;s12a_03_2;s12a_03_3;s12a_03_4;s12a_03_5;s12a_03_6;s12a_03_6e;s12a_04;s12a_04e;s12a_05_1;s12a_05_2;s12a_05_3;s12a_05_4;s12a_05_5;s12a_05_6;s12a_05_7;s12a_05_7e;upm;estrato;Ponderador
112-00419387510-A-0051;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00419387510-A;12;,519352693905655
112-00419387510-A-0081;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00419387510-A;12;,173117564635218
112-00419387510-A-0101;Chuquisaca;Urbana;6;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00419387510-A;12;,865587823176092
112-00419387510-A-0121;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00419387510-A;12;,346235129270437
112-00419387510-A-0151;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00419387510-A;12;,173117564635218
112-00419387510-A-0171;Chuquisaca;Urbana;1;2. No;2. No;2. No;1. Si;2. No;2. No;1. Si;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;1. Si;1. Si;1. Si;1. Si;1. Si;2. No; ;112-00419387510-A;12;,346235129270437
112-00419387510-A-0191;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00419387510-A;12;,173117564635218
112-00419387510-A-0221;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00419387510-A;12;,346235129270437
112-00419387510-A-0241;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00419387510-A;12;,346235129270437
112-00419387510-A-0261;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-00419387510-A;12;,865587823176092
112-04162832950-A-0011;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;,597450843365152
112-04162832950-A-0031;Chuquisaca;Urbana;9;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;1,1949016867303
112-04162832950-A-0051;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;,298725421682576
112-04162832950-A-0081;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;,298725421682576
112-04162832950-A-0101;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;,597450843365152
112-04162832950-A-0121;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;,896176265047728
112-04162832950-A-0141;Chuquisaca;Urbana;6;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;,896176265047728
112-04162832950-A-0171;Chuquisaca;Urbana;5;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;1,49362710841288
112-04162832950-A-0191;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;1. Si;1. Si;2. No;1. Si;2. No;2. No;2. No; ;112-04162832950-A;12;,896176265047728
112-04162832950-A-0211;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;,298725421682576
112-04162832950-A-0231;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04162832950-A;12;1,49362710841288
112-04162832950-A-0261;Chuquisaca;Urbana;4;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;4. No sabe;1. Si;4. No sabe; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;112-04162832950-A;12;1,1949016867303
112-04180762527-A-0011;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;1,52405284580648
112-04180762527-A-0041;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;,762026422903238
112-04180762527-A-0061;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;,508017615268825
112-04180762527-A-0091;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;,508017615268825
112-04180762527-A-0111;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;,508017615268825
112-04180762527-A-0131;Chuquisaca;Urbana;4;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;1,27004403817206
112-04180762527-A-0161;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;,508017615268825
112-04180762527-A-0181;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;1. Si;2. No; ;2. No; ; ; ; ; ; ; ; ; ;1. Si;2. No;2. No;2. No;2. No;2. No;2. No; ;112-04180762527-A;12;1,27004403817206
112-04180762527-A-0211;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;1,01603523053765
112-04180762527-A-0251;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;,762026422903238
112-04180762527-A-0281;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;4. No sabe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04180762527-A;12;,254008807634413
112-04186909291-A-0041;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;1,51354213652505
112-04186909291-A-0081;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;,756771068262526
112-04186909291-A-0121;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;2,27031320478758
112-04186909291-A-0151;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;,756771068262526
112-04186909291-A-0191;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;,756771068262526
112-04186909291-A-0231;Chuquisaca;Urbana;6;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;2,27031320478758
112-04186909291-A-0271;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;1,13515660239379
112-04186909291-A-0301;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;,756771068262526
112-04186909291-A-0341;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;,756771068262526
112-04186909291-A-0381;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;,756771068262526
112-04186909291-A-0421;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;1,51354213652505
112-04186909291-A-0451;Chuquisaca;Urbana;1;4. No sabe;2. No;2. No;2. No;2. No;4. No sabe;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04186909291-A;12;,756771068262526
112-04191922677-A-0021;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;,529739747783768
112-04191922677-A-0031;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;,353159831855845
112-04191922677-A-0051;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;,353159831855845
112-04191922677-A-0071;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;,353159831855845
112-04191922677-A-0091;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;,529739747783768
112-04191922677-A-0101;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;,706319663711691
112-04191922677-A-0121;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;,706319663711691
112-04191922677-A-0141;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;,353159831855845
112-04191922677-A-0161;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;,353159831855845
112-04191922677-A-0171;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;,706319663711691
112-04191922677-A-0191;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112-04191922677-A;12;,353159831855845
113-00416192437-A-0011;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;1,50653930061516
113-00416192437-A-0021;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;,753269650307579
113-00416192437-A-0031;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;1,50653930061516
113-00416192437-A-0051;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;,753269650307579
113-00416192437-A-0061;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;1,12990447546137
113-00416192437-A-0071;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;,753269650307579
113-00416192437-A-0091;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;,753269650307579
113-00416192437-A-0101;Chuquisaca;Urbana;4;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;,753269650307579
113-00416192437-A-0111;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;,753269650307579
113-00416192437-A-0131;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;,753269650307579
113-00416192437-A-0141;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;,753269650307579
113-00416192437-A-0151;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00416192437-A;13;,376634825153789
113-00417388480-A-0031;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;,770389415087297
113-00417388480-A-0051;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;,770389415087297
113-00417388480-A-0081;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;,513592943391531
113-00417388480-A-0101;Chuquisaca;Urbana;4;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;1,54077883017459
113-00417388480-A-0131;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;,256796471695766
113-00417388480-A-0151;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;,770389415087297
113-00417388480-A-0181;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;,256796471695766
113-00417388480-A-0201;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;,513592943391531
113-00417388480-A-0231;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;,513592943391531
113-00417388480-A-0251;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;,770389415087297
113-00417388480-A-0281;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;,256796471695766
113-00417388480-A-0301;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00417388480-A;13;,770389415087297
113-00418223134-A-0041;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418223134-A;11;,701733576868136
113-00418223134-A-0081;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418223134-A;11;,350866788434068
113-00418223134-A-0131;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418223134-A;11;,350866788434068
113-00418223134-A-0171;Chuquisaca;Urbana;3;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418223134-A;11;,701733576868136
113-00418223134-A-0211;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418223134-A;11;,350866788434068
113-00418357638-A-0011;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418357638-A;13;,118721847059347
113-00418357638-A-0041;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418357638-A;13;,35616554117804
113-00418357638-A-0061;Chuquisaca;Urbana;4;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418357638-A;13;,474887388237387
113-00418357638-A-0091;Chuquisaca;Urbana;4;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418357638-A;13;,474887388237387
113-00418357638-A-0111;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418357638-A;13;,237443694118693
113-00418357638-A-0131;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418357638-A;13;,35616554117804
113-00418357638-A-0161;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418357638-A;13;,35616554117804
113-00418357638-A-0181;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418357638-A;13;,35616554117804
113-00418357638-A-0211;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418357638-A;13;,237443694118693
113-00418357638-A-0231;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418357638-A;13;,118721847059347
113-00418357638-A-0251;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418357638-A;13;,474887388237387
113-00418357638-A-0281;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418357638-A;13;,118721847059347
113-00418538594-A-0051;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418538594-A;13;,34626104893171
113-00418538594-A-0091;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418538594-A;13;,34626104893171
113-00418538594-A-0141;Chuquisaca;Urbana;2;2. No;1. Si;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ;2. No; ; ; ; ; ; ; ; ; ;2. No;2. No;2. No;1. Si;2. No;2. No;2. No; ;113-00418538594-A;13;,34626104893171
113-00418538594-A-0191;Chuquisaca;Urbana;2;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418538594-A;13;,34626104893171
113-00418538594-A-0241;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418538594-A;13;,692522097863419
113-00418538594-A-0281;Chuquisaca;Urbana;1;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No;2. No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113-00418538594-A;13;,34626104893171
